id,name,host_id,host name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,Booking_date,reviews_per_month,calculated_host_listings_count,availability_365
1534782,Boutique Williamsburg Duplex Apartment,8184930,Leonice,Brooklyn,Prospect Heights,40.68249,-73.97139,Private room,40,1,73,13/05/2019,1.1,1,65
1535607, bd in heart of Soho Little Italy ,2333904,Stephanie,Manhattan,East Village,40.72307,-73.97911,Private room,89,28,23,05/05/2019,0.38,3,125
1538077,Charming Central Park Studio  Summer Park Strolls ,8200820,Valerie,Brooklyn,Greenpoint,40.71938,-73.95136,Private room,50,2,11,03/02/2014,0.16,2,157
1542279,Sunny Spacious Dwelling,6885157,Randy,Brooklyn,Bedford-Stuyvesant,40.6839,-73.95042,Private room,55,1,126,19/06/2019,1.77,15,343
1546518,Great  studio with   rooms and kitchen,66193,Brennan,Brooklyn,South Slope,40.66448,-73.98695,Entire home/apt,224,2,229,24/06/2019,3.28,1,257
1549413,New Listing   Terrific Price ,4548229,Brinton,Manhattan,Harlem,40.8033,-73.95008,Entire home/apt,135,31,177,06/06/2019,2.49,4,340
1551044,nice room in bedstuy L,8261145,Tommy,Manhattan,Lower East Side,40.72317,-73.9929,Entire home/apt,175,3,105,19/06/2019,1.49,1,274
1552242,Sunny  pretty Park Slope   bed apt,8126811,Jessica,Queens,Long Island City,40.75676,-73.93463,Entire home/apt,250,3,184,26/06/2019,2.65,1,84
1555919,One Bedroom in Astoria NY,8282962,Anna,Manhattan,East Village,40.7282,-73.98067,Entire home/apt,156,2,31,16/05/2019,0.44,1,3
1560339,Nexus of the Universe ,3038687,Karen,Manhattan,Upper West Side,40.78981,-73.97518,Entire home/apt,104,30,27,31/05/2019,0.38,8,137
1560408,Single family home   bedrooms    bathrooms,8300712,Andrew And Stine,Brooklyn,Williamsburg,40.7133,-73.94602,Entire home/apt,280,1,124,23/06/2019,1.77,1,359
1564553,East Village New Luxury Bldg    BR,8323145,Madeleine,Manhattan,Nolita,40.72411,-73.99372,Private room,80,4,131,07/06/2019,1.88,1,34
1567225,Quiet Large  BR Near Columbia,8336526,Matthew,Manhattan,Upper West Side,40.78024,-73.97942,Entire home/apt,550,4,17,29/04/2019,0.27,1,201
1569396,Entire Modern Studio Apartment Prime Location,8111912,Jed,Brooklyn,Flatbush,40.64361,-73.96821,Entire home/apt,190,2,95,29/06/2019,1.65,2,349
1570204,Airy Designer Loft in Williamsburg,377151,Shervin,Manhattan,East Village,40.72915,-73.98565,Entire home/apt,199,2,29,30/06/2019,0.47,1,361
1571455,Cozy Room in Best Downtown NYC Location,8316059,Jorge,Queens,Woodside,40.74409,-73.89864,Private room,75,2,25,28/10/2018,0.4,1,365
1572815,Studio in South Williamsburg,4106680,Alexandre,Manhattan,East Village,40.72853,-73.98619,Private room,100,1,212,23/06/2019,3.05,1,278
1573068,NYC LARGE   BR West Side Manhattan  New York City,8362282,Drica  ,Manhattan,Upper West Side,40.78808,-73.9754,Entire home/apt,125,1,15,24/05/2016,0.21,1,362
1578103,SPECIAL OFFER   BDR IN EAST VILLAGE,245881,Steph,Manhattan,Harlem,40.80355,-73.95227,Private room,99,2,30,29/06/2019,2.61,1,24
1578721,NEW YORK   Queens       WELCOME    ,999689,Eric,Brooklyn,Greenpoint,40.72887,-73.95163,Private room,35,30,5,23/04/2014,0.07,1,97
1578776,Private room   Heart of East Village,4645357,Beatrix,Queens,Long Island City,40.75909,-73.93217,Private room,51,1,165,23/06/2019,2.36,1,361
1581579,COZY STUDIO,7748180,Ryan,Queens,Ditmars Steinway,40.77787,-73.91472,Entire home/apt,188,2,260,07/07/2019,3.97,1,312
1583335,Huge  Sunny Greenpoint Flat,117236,Raj,Manhattan,West Village,40.73078,-74.0104,Entire home/apt,350,4,9,11/06/2018,0.14,1,13
1583653,Nice private room in Astoria,8434244,William,Manhattan,East Harlem,40.79255,-73.93842,Private room,125,2,59,16/06/2019,0.84,1,360
1584060,  Lux Astoria  of NYC  Near subway Manhattan,8119708,Charlotte   Aaron,Brooklyn,Midwood,40.62733,-73.96102,Private room,85,4,38,14/05/2019,0.56,3,81
1586454, bedroom APT SoHo   NoLITa,8452695,Macit,Queens,Maspeth,40.73732,-73.90168,Private room,48,20,33,21/04/2019,0.46,2,297
1586576,Modern Design in Sunny Duplex,8452695,Macit,Queens,Maspeth,40.74033,-73.89921,Private room,56,28,14,15/04/2017,0.2,2,310
1586641,West Village   br   sf   right by the Hudson ,8452639,C S,Brooklyn,Flatbush,40.64919,-73.96143,Private room,84,2,68,27/05/2019,0.96,3,362
1586773,Private room and bathroom,8455776,Wendy,Manhattan,Harlem,40.82453,-73.94923,Entire home/apt,155,1,123,24/06/2019,1.74,2,170
1588221,Private Room With Patio In Queens,1400369,Ernesto,Manhattan,Chinatown,40.71702,-73.99566,Entire home/apt,300,5,31,23/06/2019,0.45,1,278
1589715,SALE  SUNNY MASTER BEDROOM NEAR MANHATTAN,8481125,Thomas,Manhattan,Upper East Side,40.76142,-73.96086,Private room,120,7,19,19/04/2019,0.27,2,245
1591811,Beautiful Brownstone in West Harlem,8265050,Jae,Brooklyn,Williamsburg,40.71188,-73.95155,Entire home/apt,99,2,198,17/06/2019,2.78,2,89
1593444,Luxury Gramercy Lg  Bd w Balcony,8289606,Stephen,Manhattan,Greenwich Village,40.73158,-73.99254,Entire home/apt,240,7,19,23/05/2019,0.27,1,158
1596314,Large   BR Loft Downtown NY,4327300,Stephen,Manhattan,Washington Heights,40.83399,-73.94474,Entire home/apt,72,7,27,25/05/2019,0.46,1,73
1598328,Sunlit apartment in Williamsburg,8521063,Wes,Manhattan,West Village,40.73254,-74.00467,Private room,100,2,48,02/01/2019,0.9,1,78
1598785,Designer Home in Village Center,8038118,Maria,Manhattan,Midtown,40.7529,-73.97094,Entire home/apt,175,5,116,27/05/2019,1.65,1,299
1600917,Close to the city  Astoria,7853251,Enyinne,Queens,St. Albans,40.69015,-73.77472,Private room,59,1,8,11/05/2017,0.12,5,359
1601955,Staten Island Apartment    nd floor,2698515,Chandler,Manhattan,Financial District,40.70939,-74.00121,Entire home/apt,420,2,285,02/07/2019,4.02,1,294
1604488,Room in heart of the West Village ,8548430,Bernardo   Andressa,Brooklyn,Williamsburg,40.72149,-73.96174,Private room,120,3,142,07/07/2019,2.01,1,37
1604489,SUNNY STUDIO MIDTOWN EAST W DOORMAN,8548453,Jon,Manhattan,Chelsea,40.74611,-73.99209,Entire home/apt,295,30,3,19/09/2016,0.04,1,235
1606312, Br apt   backyard  east village,3130819,Shana,Brooklyn,Williamsburg,40.72079,-73.95641,Entire home/apt,200,120,12,21/07/2014,0.17,1,306
1609672,Cozy  QUIET Dream Home in SEAPORT,5533135,Rodrigo,Manhattan,Hell's Kitchen,40.76476,-73.99011,Entire home/apt,99,2,55,30/06/2019,0.78,1,182
1613110,Private room with stunning view,7503643,Vida,Brooklyn,Greenpoint,40.7257,-73.94181,Entire home/apt,129,30,8,30/01/2019,0.12,52,344
1614869,Williamsburg  BR  BA Hotel Condo,1254489,Randy,Brooklyn,Park Slope,40.67477,-73.97404,Entire home/apt,142,4,41,18/06/2019,0.58,1,151
1614964,The Heart of Bushwick ,8783166,Marinez,Queens,Astoria,40.76752,-73.9273,Private room,120,3,12,21/05/2019,0.17,2,365
1616540,Sunny Studio Loft   Habitat  ,953843,Sara,Brooklyn,Clinton Hill,40.68572,-73.9641,Entire home/apt,130,7,26,07/03/2018,0.41,1,182
1617443,PRIME apartment in East Village ,2240143,Pavel,Manhattan,Harlem,40.81606,-73.94363,Shared room,85,3,38,27/05/2019,0.56,1,157
1617488,Cute  quirky Park Slope Jr   bdroom,8102595,Stephanie,Brooklyn,Bedford-Stuyvesant,40.69017,-73.95757,Entire home/apt,600,1,48,11/10/2015,0.68,1,89
1619695,Charming Room in Astoria ,8616291,Chikie,Manhattan,Harlem,40.82184,-73.95031,Private room,69,5,152,29/06/2019,2.14,2,110
1621235,Great Artistic Studio in Historic Building,1345611,Bahiyyah,Brooklyn,Bedford-Stuyvesant,40.69385,-73.95223,Private room,87,1,4,30/06/2019,2.26,1,12
1623431,Rooftop Oasis in Brooklyn for Shoots   Gigs,5440087,Dn,Manhattan,Midtown,40.7513,-73.97239,Private room,249,3,1,30/09/2015,0.02,2,87
1624665,Only   mins to CENTRAL PARK   ,8638841,Nathan,Brooklyn,Williamsburg,40.70537,-73.92975,Private room,65,4,142,26/06/2019,2.03,1,115
1628156,Charming studio in Williamsburg,8653725,Marlyn,Brooklyn,Canarsie,40.64308,-73.9077,Entire home/apt,175,3,158,07/07/2019,2.27,1,317
1628564,Large furnished   bedrooms      days Minimum,5334697,Shane,Manhattan,Washington Heights,40.83942,-73.93855,Private room,79,5,112,02/07/2019,1.59,3,1
1630572,An artist place in Bedstuy,2935265,Andrew,Manhattan,SoHo,40.72391,-73.99879,Private room,194,2,141,21/06/2019,2,2,340
1631845,Enormous Chrysler View Bedroom Bath,1232988,Matthew,Manhattan,Lower East Side,40.71915,-73.99309,Entire home/apt,150,3,19,16/06/2019,0.27,1,9
1633420,A Tree Grows in Brooklyn,8677477,Tia,Manhattan,Harlem,40.81307,-73.93854,Private room,80,1,73,24/05/2019,1.08,1,309
1633924,Stylish Room on Express Line to Midtown,8680097,Zaire,Brooklyn,Bedford-Stuyvesant,40.6848,-73.92505,Entire home/apt,120,4,72,15/06/2019,1.02,1,284
1640995,Bohemian W Burg Duplex,8313953,Natalie,Manhattan,Upper East Side,40.76866,-73.9536,Entire home/apt,140,6,36,06/06/2019,0.69,1,71
1644133,NYC Harlem cozy private room,8726014,ELouise,Brooklyn,East Flatbush,40.63205,-73.94587,Entire home/apt,90,1,5,03/05/2019,0.08,1,361
1644146,Smart Family  BD Retreat in Bedstuy,1338262,Rachel,Brooklyn,Carroll Gardens,40.68468,-73.99145,Entire home/apt,150,3,94,01/07/2019,1.33,3,250
1645181,Cosy studio in great location at  UES,8708720,Nehprii,Brooklyn,Bedford-Stuyvesant,40.68019,-73.93042,Entire home/apt,135,2,127,23/06/2019,1.8,1,354
1645196,Cute studio apt in West Village,4623045,Sean,Brooklyn,Park Slope,40.67179,-73.97248,Entire home/apt,140,2,45,27/05/2019,1.64,1,31
1645772,Large Spacious Apt For Sublet,8026393,Ruth,Manhattan,Upper East Side,40.77118,-73.9527,Private room,150,2,121,29/06/2019,1.72,1,225
1645915,Quaint  beautiful studio Brooklyn,1967871,Lisa,Brooklyn,South Slope,40.66623,-73.98217,Entire home/apt,115,3,185,05/06/2019,2.62,1,163
1646432,Lovely Brownstone  Close to Subway,8732694,Ravanna,Brooklyn,Bedford-Stuyvesant,40.68471,-73.95325,Entire home/apt,130,3,229,29/06/2019,3.32,2,259
1646838,Park Slope  BR with Private Outdoor Space,8739354,Caspar,Manhattan,Greenwich Village,40.72831,-73.9987,Entire home/apt,380,6,29,29/04/2019,0.43,1,365
1649957,Private Entrance Bath    story Apt ,8751800,Olubode Shawn,Manhattan,Morningside Heights,40.8117,-73.9555,Entire home/apt,125,2,21,07/05/2019,0.3,1,363
1650470,Cozy  BD in Parkslope Brooklyn,8753908,Rebecca,Brooklyn,Bushwick,40.70045,-73.93832,Private room,65,5,1,01/06/2015,0.02,1,169
1651595,Beautiful Home Away From Home ,8759781,Augusto M Gallardo,Queens,Jackson Heights,40.75238,-73.87746,Entire home/apt,110,9,11,01/06/2019,0.16,1,362
1652236,  BR apt in heart of the Village,3562322,Lord Daniel,Brooklyn,Bedford-Stuyvesant,40.68708,-73.95126,Private room,31,6,41,03/07/2019,0.58,3,55
1652996,Bright  Cheerful Brooklyn Apartment,517966,Shean,Brooklyn,Bedford-Stuyvesant,40.68005,-73.93911,Entire home/apt,135,3,173,23/06/2019,2.47,2,277
1654561,Spacious room in Bushwick L   JMZ  ,8773518,Robb,Brooklyn,Bedford-Stuyvesant,40.68553,-73.94466,Private room,212,3,1,09/04/2019,0.33,3,109
1654713,Cozy Apartment    min train ride to Times Square ,5556571,Chris,Brooklyn,Williamsburg,40.70617,-73.93761,Shared room,40,1,34,24/01/2019,0.48,3,75
1654738,Amazing Spacious Room,914838,Lior,Manhattan,Hell's Kitchen,40.76364,-73.99465,Entire home/apt,80,30,12,16/06/2019,0.18,7,365
1654929,Large Charming   BR   Den  in  Brownstone Apt,4847926,Shelley,Brooklyn,Flatbush,40.64233,-73.95655,Entire home/apt,95,2,147,17/06/2019,2.09,3,275
1655550,West Village  Cozy  Quiet  BR Apt,2119276,Host,Manhattan,Hell's Kitchen,40.76544,-73.9882,Entire home/apt,185,30,7,26/12/2018,0.13,39,347
1655824,Cozy room in bed stuy,5942292,  Art House Monique,Brooklyn,Bedford-Stuyvesant,40.68194,-73.94068,Entire home/apt,100,1,59,19/06/2019,0.84,4,165
1656254,GREAT BRAND NEW   BED  TIMES SQ ,7503643,Vida,Brooklyn,Greenpoint,40.72531,-73.94222,Entire home/apt,149,30,9,13/10/2018,0.14,52,341
1656539,COZY GARDEN APT IN BKLYN BROWNSTONE,93790,Ann,Manhattan,West Village,40.73089,-74.00302,Private room,139,1,203,01/07/2019,2.87,2,32
1656585,Gorgeous NewModern BestLocation NYC,1147345,Molly,Manhattan,Greenwich Village,40.72866,-74.00095,Entire home/apt,226,3,25,02/01/2019,0.36,1,80
1656621,Art House Suite,5738733,Elizabeth,Brooklyn,Bedford-Stuyvesant,40.68978,-73.93751,Entire home/apt,74,2,189,30/06/2019,3.02,2,131
1658703,Habitat   Amazing  br Loft Apartment,8791051,Danielle,Brooklyn,East Flatbush,40.6526,-73.94999,Entire home/apt,104,59,48,18/10/2018,0.69,1,122
1664209,West Village townhouse private suite incl bath,1253125,Tanya,Manhattan,SoHo,40.72047,-74.00049,Entire home/apt,275,2,6,28/04/2019,0.51,1,5
1664614,Sunny  bd   Near SOHO Washington SQ,8796895,Rebecca,Manhattan,Upper West Side,40.7854,-73.97368,Private room,310,4,12,22/09/2017,0.18,1,358
1664716,Classic Brownstone private suite,2110601,Julia,Manhattan,East Village,40.72379,-73.98826,Entire home/apt,145,29,3,02/10/2016,0.04,1,35
1665498,Luxury   Charm   Steps from Christopher Park ,8821936,Lynn,Staten Island,Shore Acres,40.61135,-74.06356,Entire home/apt,75,3,19,30/05/2019,0.28,1,258
1668328,Close to trains  Special long term rates ,8265050,Jae,Brooklyn,Williamsburg,40.71084,-73.94861,Entire home/apt,99,2,201,19/06/2019,2.85,2,106
1669149,  SQ FT Spacious Artist Loft in SOHO,8838470,Carlos,Manhattan,Hell's Kitchen,40.76464,-73.98749,Entire home/apt,250,6,79,01/01/2019,1.12,1,137
1669250,Great Views on Upper West Side,3038687,Karen,Manhattan,Upper West Side,40.79221,-73.97476,Entire home/apt,104,30,24,18/11/2018,0.34,8,57
1670517,apartment in heart of East Village ,8844412,Pat,Manhattan,Gramercy,40.73681,-73.98366,Entire home/apt,250,5,5,19/09/2018,0.07,1,358
1672860, rd FL  Private Suite w Own Bath   Study Area,2119276,Host,Manhattan,Hell's Kitchen,40.76493,-73.98652,Entire home/apt,150,30,18,04/04/2019,0.27,39,340
1672977,Quiet Williamsburg apartment,2119276,Host,Manhattan,Hell's Kitchen,40.76703,-73.98874,Entire home/apt,195,30,17,12/04/2019,0.35,39,333
1673040,Beautiful Modern Midtown Apartment,2119276,Host,Manhattan,Hell's Kitchen,40.76671,-73.98666,Entire home/apt,350,30,14,17/06/2019,0.22,39,327
1677887,Union Square area  BD Apartment,8756595,Jenny,Brooklyn,Prospect-Lefferts Gardens,40.66139,-73.96027,Private room,80,31,28,12/07/2016,0.4,1,167
1678809,New Beauty W s Luxury BALCONY ,8619985,Mel,Brooklyn,Bedford-Stuyvesant,40.69143,-73.93933,Entire home/apt,96,2,14,25/06/2019,4.62,1,50
1682282,NEW Duplex BreathtakingViews Beauty,8896180,Facundo Martin  Teresa,Manhattan,East Harlem,40.79053,-73.94398,Private room,90,3,139,06/07/2019,2.38,1,293
1682958,Comfortable Room   Kitty   Food,6194487,Rocio   James,Queens,Astoria,40.76359,-73.90586,Private room,79,1,274,25/04/2019,4.02,3,308
1683968,Sunny Spacious Retro   Bedroom,274702,Sabina Giovanna,Brooklyn,Williamsburg,40.71108,-73.96318,Entire home/apt,224,31,14,05/08/2018,0.2,1,219
1684053,Big Studio Apt Convenient Gramercy,762610,Christopher,Queens,Arverne,40.59684,-73.79449,Private room,35,2,201,18/06/2019,3.28,2,88
1687108,Private room in  MANHATTAN NYC,177712,Amara,Queens,Astoria,40.76394,-73.92022,Private room,70,7,34,31/03/2019,0.48,1,140
1688711,Beautiful Cozy Room Great Price ,8792814,Caroline,Brooklyn,Prospect-Lefferts Gardens,40.66359,-73.95235,Private room,85,1,40,07/06/2019,0.83,10,293
1688914,Clean room near Columbia Univ,8925763,Joy,Manhattan,Harlem,40.8174,-73.94629,Entire home/apt,110,30,128,28/06/2019,1.82,2,314
1690764,Landmark Loft in Williamsburg Brooklyn   month min,8925493,Yvonne,Brooklyn,Bedford-Stuyvesant,40.68208,-73.9104,Private room,65,3,2,07/05/2019,0.06,2,365
1691188,Arverne By The Bay Private Room   Bathroom,8934751,Mike,Queens,Maspeth,40.72509,-73.89687,Entire home/apt,200,4,24,01/06/2019,0.38,2,157
1691798,Private  Clean and Comfortable NY,8937205,Golan,Manhattan,Chinatown,40.7157,-73.99183,Entire home/apt,249,31,6,01/11/2015,0.09,1,365
1692823,Luxury Room in Landmark House,2015914,Majar,Brooklyn,East New York,40.66759,-73.88584,Private room,62,3,52,27/05/2019,0.74,8,361
1693028,Strivers Row Sanctuary in Harlem   Monthly,8918030,Theodore,Bronx,Williamsbridge,40.88296,-73.86264,Private room,50,1,19,30/03/2019,0.83,1,311
1693171,One very large room two beds,2015914,Majar,Brooklyn,East New York,40.66907,-73.88493,Private room,62,3,48,17/06/2019,0.68,8,340
1693524,  bedroom  Bath apt Maspeth Queens,4864306,Joseph,Brooklyn,Greenpoint,40.72668,-73.95555,Private room,50,2,13,17/06/2019,0.22,3,282
1696050,ON A BUDGET COZY IN BROOKLYN In NYC,4463092,Samuel,Manhattan,Harlem,40.80339,-73.95167,Private room,71,2,64,26/06/2019,1.02,2,18
1696381,Private Room with adjoining bathroom,2717428,Ellen,Manhattan,East Harlem,40.7977,-73.93754,Private room,75,1,37,30/06/2019,0.53,1,139
1697047,BLYN SPECIAL BUDGET PRICE IN  NYC,4184612,Lynne,Brooklyn,Williamsburg,40.71251,-73.947,Private room,115,3,146,09/06/2019,2.08,1,277
1699934, BR Apt in Murray Hill Midtown,2015914,Majar,Brooklyn,East New York,40.66874,-73.88548,Private room,75,3,34,06/04/2019,0.49,8,341
1700471,Spacious Room  Central Location  Historic block ,8289663,Shane,Manhattan,Harlem,40.81976,-73.94029,Private room,60,3,101,10/06/2019,1.44,1,340
1701981,Charming Room Near Central Park,1120027,Clay,Manhattan,Chelsea,40.74072,-74.00438,Entire home/apt,200,7,11,22/06/2019,1.17,1,11
1702533,Williamsburg off Bedford no extra   for  ppl ,8335875,Mr  Williams,Brooklyn,Park Slope,40.68242,-73.97904,Entire home/apt,215,3,59,23/05/2019,0.84,1,356
1702581,SAFE BUDGET IN  Brooklyn  NYC,5668786,Ed  Alexa,Manhattan,Hell's Kitchen,40.76796,-73.98601,Private room,100,2,244,05/07/2019,3.49,1,52
1702781,CHARM Rm HAMILTON HEIGHTS Harlem,7614595,Maria,Queens,Astoria,40.7672,-73.92799,Private room,38,30,7,03/11/2018,0.19,1,137
1703506,Modern  Light Filled Apt in Chelsea Meatpacking,706623,Emilia,Brooklyn,Bushwick,40.69383,-73.90837,Entire home/apt,159,3,11,27/04/2019,0.2,4,77
1703834,The Top Notch Top Floor,8136206,Rob,Brooklyn,Prospect-Lefferts Gardens,40.65763,-73.96029,Private room,64,2,108,16/06/2019,1.61,2,296
1704210,BROOKLYN FAVORITE VACATION HOME  ,2731594,Ronak,Brooklyn,Windsor Terrace,40.64928,-73.97538,Entire home/apt,125,15,53,27/03/2019,0.75,1,5
1704560,PRIVATE  ROOM     Midtown Central Park,5693756,Daniel,Manhattan,Lower East Side,40.7189,-73.99177,Entire home/apt,120,4,182,05/07/2019,2.6,1,72
1704798,Nice and quiet,8998805,Koji   H,Manhattan,Chelsea,40.75224,-73.99487,Private room,76,3,164,24/06/2019,2.34,1,27
1707422,Your Own Private Room To Sleep In  BEAUTIFUL ,9008935,Robin,Brooklyn,Greenpoint,40.72646,-73.95799,Private room,110,5,7,02/01/2019,0.1,1,300
1707823,Gorgeous   bedroom Prospect park ,9010955,Lindsey,Brooklyn,Greenpoint,40.73487,-73.95789,Private room,75,1,69,30/06/2019,4.43,2,49
1708771,Beautiful Spacious   Bedroom in LES,840868,Ric,Manhattan,Washington Heights,40.85287,-73.93794,Private room,80,2,28,02/07/2019,0.4,2,327
1712660,Cozy  BD next to Central Park,2332618,Alison,Brooklyn,Williamsburg,40.70833,-73.95395,Private room,89,1,214,28/06/2019,3.07,2,354
1713409,VERY UNIQUE TOWNHOUSE in GREENPOINT  BROOKLYN,6144668,Eydie,Brooklyn,Bushwick,40.70306,-73.92526,Entire home/apt,110,3,23,23/06/2019,0.33,1,67
1716441,Private Room in the Heart of Greenpoint,153494,Amikole,Manhattan,Lower East Side,40.71906,-73.9845,Private room,96,1,274,29/06/2019,3.94,1,145
1717058,Cozy Private Room in Brooklyn NY,9053036,Raynald,Manhattan,Nolita,40.72182,-73.99625,Entire home/apt,185,3,65,07/06/2019,1.04,1,106
1717138,Cosy Room in Great Location  W burg,8943770,Patrick,Brooklyn,Flatbush,40.63304,-73.95625,Entire home/apt,49,2,23,03/07/2019,3.5,1,262
1717149,Sunny  BR   Outdoor space  L line ,9053452,Liam,Manhattan,West Village,40.74035,-74.00615,Entire home/apt,440,3,6,21/11/2015,0.09,1,70
1717226,Large sunny room queen bed  balcony,9053876,Amy,Brooklyn,Crown Heights,40.6776,-73.93504,Entire home/apt,220,7,18,30/06/2019,0.27,2,156
1721115,One Stop to TimesSQ Vacation Apt,9072771,Kindra,Manhattan,Financial District,40.70758,-74.00799,Private room,99,4,11,20/06/2019,0.18,2,365
1725295,Top floor   bedroom soho nolita,215764,Lynn,Manhattan,Murray Hill,40.7474,-73.97847,Private room,85,1,135,12/12/2018,1.93,1,15
1728339,Corner High Rise Apartment   City Views,8792814,Caroline,Brooklyn,Prospect-Lefferts Gardens,40.66231,-73.95394,Private room,84,1,60,26/06/2019,1.05,10,302
1728437,BIG BROOKLYN HOUSE TO LOVE,8792814,Caroline,Brooklyn,Prospect-Lefferts Gardens,40.66182,-73.95338,Private room,65,1,38,30/05/2019,0.6,10,239
1728938,Midtwn E BEST LOCATION Priv Twin Rm   Loving Cat,478717,Deborah,Brooklyn,Park Slope,40.67629,-73.97654,Private room,115,3,200,28/05/2019,3.16,1,256
1729286,Large private  BR with backyard   Williamsburg,8366233,Helga,Manhattan,East Harlem,40.79377,-73.9361,Private room,59,14,30,04/06/2019,0.43,2,36
1730937,Large Room in Landmark House,9119678,Alex,Manhattan,Midtown,40.75622,-73.9728,Private room,119,2,27,10/05/2019,0.58,1,325
1731245,Cozy Room in Landmark House,7228995,Sophie,Brooklyn,Crown Heights,40.67394,-73.924,Entire home/apt,120,2,92,24/06/2019,1.37,1,311
1731365,New Williamsburg  B With Backyard,7379093,Francesca,Manhattan,Upper West Side,40.79086,-73.96683,Entire home/apt,439,5,79,29/06/2019,1.15,2,154
1731969,Sunny Room private bath  Brownstone,17318747,Jay,Manhattan,Upper East Side,40.77084,-73.95811,Private room,99,1,20,30/06/2019,0.42,2,278
1732498,Sunny  Large  Queen Bed  Private room in  Bedroom,1818792,Clarissa   Rich,Brooklyn,Greenpoint,40.72716,-73.94971,Entire home/apt,199,2,25,18/10/2016,0.44,1,5
1733054,Private room in Midtown East,8072802,John,Brooklyn,Williamsburg,40.7179,-73.95103,Private room,99,1,340,01/07/2019,4.9,2,263
1733157,Sunny  Comfortable Space,9131167,Myrna And David,Queens,Astoria,40.76135,-73.91571,Private room,195,3,231,30/06/2019,3.51,1,304
1735478,Beautiful UES residence minutes from everything,6790494,Paul,Queens,Long Island City,40.76081,-73.93163,Private room,100,20,52,25/08/2015,0.75,1,182
1735804,Hip Two Story BK Apt w Private Yard,1755097,Jay,Brooklyn,Bedford-Stuyvesant,40.68972,-73.93073,Entire home/apt,115,2,210,14/06/2019,3.58,2,106
1738513,Private Family Home  BR mins to Midtown Manhattan,5064855,Krista,Manhattan,Two Bridges,40.70911,-73.99685,Entire home/apt,180,3,18,30/06/2019,0.26,1,72
1739847,Williamsburg Luxury    days  ,8989844,Ronald,Bronx,Soundview,40.82138,-73.87603,Private room,45,3,53,18/08/2018,0.82,1,249
1740311,Relaxing  serene room in NYC Apt,9162713,Sarah,Manhattan,Lower East Side,40.72105,-73.98519,Entire home/apt,300,2,65,28/06/2019,0.96,1,350
1741622,Lovely Suite in Historic Brownstone near Subway,652092,Art,Manhattan,Upper East Side,40.76358,-73.95895,Entire home/apt,90,80,20,31/10/2016,0.29,1,203
1742471,Sunny Floral Artist Apartment Chinatown LES,2127723,Tavia,Queens,Sunnyside,40.74609,-73.91406,Entire home/apt,140,2,40,20/05/2019,0.6,1,20
1742654,LARGE PRIVATE BED   BATH  LES,9173924,Jon,Manhattan,Hell's Kitchen,40.76708,-73.986,Entire home/apt,200,2,119,07/07/2019,1.89,1,216
1743116,Cozy NY style  BDRM Apartment UES ,8783166,Marinez,Queens,Astoria,40.76549,-73.92934,Private room,100,3,4,02/06/2019,0.07,2,364
1743379,Private room in East Harlem,9177920,Irie,Brooklyn,Williamsburg,40.70982,-73.9642,Entire home/apt,250,3,144,05/07/2019,2.06,1,128
1744216,View of Empire State Building ,2480939,Charles,Brooklyn,Williamsburg,40.71973,-73.96071,Private room,85,1,221,26/06/2019,4.1,3,206
1745358,High Floor apt near Columbus Circle,9186542,Soren,Manhattan,Hell's Kitchen,40.765,-73.98904,Entire home/apt,109,2,26,18/05/2019,0.49,1,139
1745430,Cozy Room in Astoria,7503643,Vida,Brooklyn,Greenpoint,40.72569,-73.94054,Entire home/apt,159,30,6,10/06/2019,0.1,52,310
1745658,Spacious Historic Williamsburg   Townhouse,9187795,James,Manhattan,Greenwich Village,40.73236,-73.9992,Entire home/apt,260,5,13,25/10/2018,0.21,1,167
1746726,Prime Williamsburg Large bedroom for  or  people,4051126,Kris,Manhattan,Chelsea,40.74188,-73.99729,Entire home/apt,555,3,111,03/07/2019,1.63,1,191
1747405,Charming One Bedroom,9117590,Samantha,Manhattan,East Harlem,40.80012,-73.94087,Private room,87,2,235,29/06/2019,3.37,1,23
1747833,Spacious and Chic Times Square   Bedroom,9197101,Alex Nova York,Bronx,Mount Eden,40.84367,-73.91718,Private room,43,2,11,28/09/2014,0.16,1,338
1748189,Bohemian  BR DuplexLoft in Brooklyn,1411399,Carlos,Manhattan,Upper East Side,40.77219,-73.95073,Entire home/apt,199,1,29,29/05/2019,0.42,5,339
1750248,  Bedroom in Greenwich Village,9207223,Ryan,Manhattan,Harlem,40.80247,-73.94531,Private room,90,2,17,01/09/2015,0.24,3,177
1750527,Chelsea NYC luxury   bed  bath  garden apt,3336010,Dahlia,Brooklyn,Bedford-Stuyvesant,40.69194,-73.95952,Entire home/apt,195,3,78,12/05/2019,1.13,1,312
1750679,Spacious  Cozy NYC Apartment     Minute to Subway ,9209820,Althea,Brooklyn,Crown Heights,40.66946,-73.95008,Entire home/apt,185,3,115,08/06/2019,2.09,3,314
1752112,Affordable Clean Private Room NYC  ,5862053,Alexana,Manhattan,Upper West Side,40.78952,-73.98097,Entire home/apt,400,7,19,27/04/2019,0.28,1,46
